# JianYing Cloud Music Library
# AI Guidance: Use 'music_id' to reference. If not in cache, ask user to 'Sync Music' or use cloud API.
# Schema: identifier,title,duration_s,categories
music_id,title,duration_s,categories
7491903306660530195,温柔钢琴 舒缓叙事 微光,284.43,推荐音乐|治愈|纯音乐|舒缓
7378210410560063525,温馨回忆旧时光  Peaceful Piano Relaxation Meditation Calm Soothing,269.27,治愈|纯音乐|舒缓
7444132157264971785,温馨夜之曲,60.0,亲情
7442425569507805194,激昂挑战之音,60.0,影视
7491925146615302171,激昂节奏 IntenseRhythm,107.9,动感
7573567246289831974,灵动大气国风风华,130.27,国风
6702218130346739713,烟花易冷,60.0,周杰伦
7376217222953715751,热血战斗紧张行动  Black Core,231.37,游戏
7274107474159765563,热血摇滚活力运动 - Super Bowl Spirit,164.8,运动
7491940783207041065,热血燃烧战斗摇滚 Agressive Energetic Sport,76.6,游戏
7491940639916115980,热血运动释放时刻 Extreme Sport Vlog,68.27,游戏|运动
7486495923556584204,爱河（如果晚霞绕过火车）,33.43,抖音热门
7448468788666320915,爵士美食烹饪,153.43,美食
6704098475237181441,爷爷泡的茶,60.0,周杰伦
7274075974047402020,狂野热血户外摇滚 - Born Fighter,168.43,动感|卡点|酷炫
7378228800054249508,狂野热血激燃摇滚  驰骋在山野  Sport Drive Rock,92.63,运动
7376242731608606731,狂野热血激燃电子  I Will Tear You Apart,106.5,游戏
7401479788102715393,玛丽亚,240.0,游戏
7378269766303418418,现代节奏 忧郁悲伤 欲扬先抑 重生 向阳而生,307.93,推荐音乐
7592079156981450815,生命力 动感,152.07,✨最新|卡点
7376259061749860388,科技引领  Background Tech,148.37,推荐音乐|混剪
7448314501059348492,科技未来,119.6,推荐音乐|混剪
7378254391486285850,积极向上 无限能量,103.5,清新
7449231238307891226,积极向上的企业,184.0,推荐音乐
7274010633300396044,积极心态 - Positive Mindset,138.53,轻快
6702218120456570882,稻香,60.0,周杰伦
7376274258942380082,穿越云层  Organic Piano,183.33,旅行
7491958076527577107,笑语音符飘扬 Laughter notes flying,464.0,搞怪
7273907881908389948,紧张刺激氛围感 - MUSTY,126.9,混剪
7376264334672971815,紧张邪恶赛博朋克  Evil Cyberpunk,247.37,酷炫
7554222647825057818,累了，所以问题 (Sped Up),114.97,卡点|推荐音乐|混剪
6702218137179260929,红尘客栈,60.0,周杰伦
7377902953775941668,纪录片回顾自然  山谷云海,160.77,旅行
7419449982086432806,纪录片美食广告-八珍玉食,135.3,推荐音乐|美食
7376276140560746523,纪录片辉煌蓬勃的历程  Endless Clear Sky,162.0,清新|舒缓
7377942947546105910,美好的一天Happy Day,123.8,旅行
7555705355251992622,美好的时光,204.6,纯音乐|舒缓
7419427909436639269,美食广告纪录片-妙厨人生,158.2,美食
7433428757003503655,美食烹饪の小曲,60.0,美食
7419428081154459698,美食纪录片广告-烹饪人间,139.6,美食
7553845888880871460,背水一战,136.83,卡点|混剪|酷炫
7433423415167010852,自然宁静之音,60.0,夏日
7377850259887130662,自由奔向远方  Give Me Your Hand,237.0,旅行
7377878631249070119,自由愉悦氛围音乐  Cool Guitar,318.0,清新
7592079521336100907,自驾 动感,120.53,✨最新
7377952090247219263,舒缓背景音乐  Full Track,157.8,VLOG|推荐音乐|旅行|舒缓
7492259329094813705,舒缓自然 Soothing Nature,199.57,治愈|舒缓
6702218118569134082,花海,60.0,周杰伦
7442297525548714021,英雄凯旋乐章,60.0,影视
7553857083997784083,虚空（露骨版）,216.13,推荐音乐|混剪
7592566240041895942,蜂蜜般的爱恋 HONEY LOVE,113.97,💘情人节
7444096531181733939,豪情战争乐章,60.0,影视
7449228335950202889,赋予成功的力量,151.0,纯音乐
7592079960282630186,轻快 悠闲 放松吉他（午后音乐）,190.47,✨最新
7380261607095060492,轻快 童趣 快乐 综艺,196.0,VLOG|可爱|萌宠|轻快
7378253007085373449,轻快愉悦 享受生活,102.3,夏日|美食|轻快
7378252616902576154,轻快愉悦 美好生活,131.03,清新
6864832410366789634,轻快背景乐,32.7,亲情
7426462463740758028,轻松俏皮 春日 活力,116.27,可爱
7442320089952077875,轻松旅行旋律,60.0,轻快
7492254056980678683,轻松活泼的乐园音乐 迷你森林,128.7,可爱|萌宠
7380256923592362003,轻音乐 伤感 煽情,103.9,伤感
7220316678213601281,轻音乐（舒缓钢琴曲）,96.0,推荐音乐|舒缓
6954389393138255902,运动,125.27,动感
7556442577275947018,追逐梦想，砥砺前行,178.97,推荐音乐|纯音乐|舒缓|轻快
7556097524009715762,野马进行曲（phonk）,197.33,混剪
7273785660125136955,钢琴叙事回忆 - The Lost Ballerina,383.07,推荐音乐
7378208376159782951,钢琴自然宁静  Night In The Desert,176.93,冬天
7377871368539883583,钢琴讲述 平缓平静,146.0,伤感
7448355691175626806,银翼杀手（电影赛博朋克音乐）,166.77,酷炫
7433472107332503593,阳光 Vlog 配乐,60.0,流行
7442421939900155913,阳光励志之歌,60.0,夏日
6803706887494699015,陪伴,259.83,亲情
6817732865673922562,青花瓷,60.0,周杰伦
7553489039380645934,风（治愈纯音乐）,157.43,推荐音乐|舒缓
