id,name,type,duration,url
6985724651301276958,动漫 呃...  海绵宝宝动漫英文转场,unknown,0,
6985864479066180901,可爱 Vlog片尾 蜡笔小新 ByeBye,unknown,0,
6990164181332806942,简约 爱心点击关注,unknown,0,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/ff44e9960f5744288fb1d3dec1ed8a61~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149194&x-signature=3YiJzZicCY%2BvZ5OFnQ10w3UbYNY%3D
6997430869925416223,宠物搞笑猫狗猪鸟 (2388),unknown,7000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/8632beed8f4a4d258b515d1b15d2f891~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=Ijqra5L6g1P9StcMaOflqEllWC4%3D
6997443394205125902,宠物搞笑猫狗猪鸟 (2404),unknown,0,
6997569683859721509,宠物搞笑 狗生气瞪人,unknown,19000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/688f83f043d941d9b9b2c6a10ae04c34~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=Q2pTV2JssW4xScfv75lfGiQLfHw%3D
7000357617725902093,写实 绿幕电脑 办公,unknown,15000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/bf6b22a41bec4355abc8482ac0e77ae9~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=zDLhbylJw2gvpv718%2B10qPjcqaU%3D
7011306183042616583,粒子光斑红绸背景,unknown,40000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/bfd8acbf83354e98b6980a9a35e676e9~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=VecS9xSlvr3%2BSaNlMvp4MpSlKIs%3D
7013718002411523359,片尾 记得关注再走哦,unknown,4000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/052ed5598dda412ba8a44aaab7d5c968~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=MMiCBYWWEyTFotGeafKY8xCBn5Q%3D
7015798746848038151,Vlog片头  复古动漫风,unknown,0,
7018477496635034894,关注尾标,unknown,0,
7018550847621631245,动漫转场  砰,unknown,0,
7023977665124207903,横屏片尾素材  +关注  简约,unknown,0,
7024020747794337028,军官笑声 影视经典片段,unknown,0,
7028806117534846215,搞笑转场 nice大叔,unknown,3000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/041f1419c555435abdf3e10fb0265c22~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=HneJflZ5t1JNTzXR1tS%2FVdht8ho%3D
7142834498437156130,小狗学狼叫 网络搞笑热梗 实景拍摄,unknown,9000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/69328619205c4db8871ed297e0089d6c~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=hGM4geRdC6%2F5lqX%2FSh1aau6WCyo%3D
7143608928117509413,我的天哪 岳云鹏 震惊 热梗,unknown,0,
7143608937143700772,黑人问号 网络流行 疑问,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/05b184ca67c44a86a44d4bea58fc0d24~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=kyd9d4r0z10JBAw1NDK8PQbSK8A%3D
7143765901190417696,搞笑 网络流行 男人说牛逼,unknown,3000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/c4b0ef4bb7e245aa9ee010873130171a~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149180&x-signature=ayl3uyReqtrcyAlDYH%2FgKhBjGtE%3D
7143813574631132448,搞笑 网络流行 男人震惊转场,unknown,0,
7145790824138280222,黑人惊讶震惊转场,unknown,4000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/d7ad5d11587848e1a1ea06aa6f6754f4~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=j%2BL3yfT%2FpYh22AXEBPMbw%2BvaSys%3D
7145901204566969608,影视名场面 男子哈哈大 笑网络流行,unknown,1000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/40e99d579eb44071ad2e13d1a425b795~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=uRswzC58i2Cjblcj2SVjHqfVHik%3D
7146072773561994507,周星驰震惊翻白眼影视片段搞笑转场,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/10d44d6e1ad3420ea3dcdd9d627cc8f5~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149183&x-signature=3xGkgzP8Jlzh3mem7FSlHQANLS8%3D
7146100203995647243,印尼小胖子tantan 哈哈哈笑,unknown,4000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/c23c7c245e424f958c47da8042325a66~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149183&x-signature=bT2CfaXV2X53W1Urxf0QH%2FvbLjU%3D
7146101171101469990,平静的说接着奏乐接着舞 影视名场面,unknown,4000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/44218ed9d6ac449b97b96c8051f18e97~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149183&x-signature=nyNRVqCB%2Fmz1sv6axCcYCRJ0VKM%3D
7146102137422875916,影视片段搞笑 孙悟空烦死了转场,unknown,0,
7146102163482135846,热梗 搞笑视频 袋鼠摇手,unknown,0,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/689d5e2220b145e2bb0bab8fd60283b7~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149191&x-signature=vxGF6Nr8qN%2FJnOQTNZcI8EgcvVs%3D
7146104305961946380,周星驰震惊拍手鼓掌影视片段搞笑转场,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/818fc19184f2476eaa96b1bb4b00dff1~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149183&x-signature=DKlk0iGn5C%2B%2BWTB5cpJ4shsEteA%3D
7146121126341659942,影视 周星驰厉害搞笑转场视频,unknown,0,
7146127961014422796,网络热梗搞笑转场 oh男子震惊起身,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/3b53d4b55b3d4c51adda4c86f7135aa4~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149180&x-signature=8cdyG2ZWnwCvZQKkYVNug%2Bycn5Y%3D
7146129753311808771,武林外传佟掌柜捂脸笑影视片段搞笑,unknown,0,
7146218827603250443,影视片段 秀儿转场,unknown,0,
7146489934793149699,影视 周星驰唐伯虎点秋香 被吓到,unknown,1000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/986cb84ea22c45e293ef88047e5314ed~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=7XDDxcp1rk7CLI3qD1iqCU1fjgI%3D
7147132498080845069,萌宠动物搞笑瞬间 猫咪张嘴 网络流行,unknown,0,
7167121215885282574,简约 引导关注框 关注 爱心 绿幕,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/6ad0308fac2f4da087d7bb504a94014e~tplv-3jr8j4ixpe-resize:640:640.png?x-expires=1804149191&x-signature=2agEIldC3pqoLaWWJRxu3WTCmr4%3D
7170475937790708999,下期见 桌面片尾,unknown,0,
7229870963725192506,意境唯美夏日阳光里的树叶,unknown,0,
7296747260539325759,啊？,unknown,0,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/oMZfEENfAnF8RGbKkoecBbKA14QAICthIvb4DD~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804146191&x-signature=GYSxmj83faJff%2Bg84e9AibFO7XY%3D
7299264869356866855,震惊表情,unknown,7000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/oAsMel96h4lDCfoFKANEkgAPHFZTBzzB8IwtNz~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804146191&x-signature=4vJFYOEGzv07bgmNrdcSfGNQlsY%3D
7301287806226238783,暴躁愤怒生气,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/o0oemCJI2DA3pDQl6UebABg0h1A0vWICNrnH8s~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=hGGkC3Ix6ngJbd3GhrdVj4pXlWk%3D
7302009285091806475,曹操暴怒,unknown,2000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-v-436d67/owDoIEIBlnFie25ZrfeYBbKAi4pAkCAqQyb2rD~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=KWmvFajxKYIbXTdug7qQo6pvV3s%3D
7305705251816885514,吗喽抱着小猴子转圈圈,unknown,0,
7319781540764880154,垂直视频航拍森林覆盖的山脉和绿松石湖水,unknown,43000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/d66a1363c7094279bbaaa47a1488e957~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149197&x-signature=jtW3D3gHiJzKJD8rTxXkM1w8I2g%3D
7319812121095654683,飞雪在黑色背景阿尔法通道,unknown,0,
7319872818701798694,励志和激励视频与年轻女子在日落。缓慢的运动。,unknown,30000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/2ff8bdfb9a404459be479991404678e2~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=icYj7Xl8EF8Q4bXCGYwdf4tbj3E%3D
7320088520033307942,女人从手机上得到了好消息,unknown,11000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/16f3b2cd173548d88bf1a7f6fcca14c5~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=RcAKz9juMAbZFzy5Sn7yGsfNbpw%3D
7320142994374544691,男人很担心。,unknown,0,
7320156138287189286,动画舒适的黄色背景,unknown,0,
7320450040856677659,海上码头的日出,unknown,34000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/7cdbeb2d589e46899c66374a24043955~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=FZ3YSzTLXdREgqZdvkGKKt2deuw%3D
7321608377484840243,25-29岁的拉丁美洲和西班牙裔年轻夫妇戴着技术虚拟现实头盔，在夏天的早晨在户外海滩上练习瑜伽。Metaverse、创新的概念。,unknown,19000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/d0e0c8ecb355497e85e0379d72cc2856~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=Khd7OONXmIASa4TWTv%2FXeQdTKYo%3D
7321610042975816998,未来机器人发展战略。,unknown,8000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/84435ffa371f46399c3e5d94958cef85~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=Nk3RAeRTdhjZlniPUxoWajYPNjg%3D
7321676870833999131,亚洲人在办公室用笔记本电脑工作,unknown,0,
7321735003849772297,音乐家与低音吉他剪影,unknown,0,
7321761689949605183,女性应用防晒霜,unknown,21000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/edb70bb691cd4cb4addc3bbb5e262f19~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=LtfEjCKeCGR9sq9uXsWyNFviKn0%3D
7321773089447070988,在暗红色的背景下，星星和灯光闪烁不定。冬季背景与降雪。无缝的背景,unknown,15000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/f8e1c50ba0374a7c990af035288b0dc5~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=gaywvzt1az7m3qFX1B3Cp80wJDg%3D
7321793354591784230,女人写信,unknown,0,
7321804497058041124,戴面具的男人的特写,unknown,17000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/a879ac235cae4baba44009293cbf0a69~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=pSoIgRxJMFdD4kOAu7%2BfNvLRFg8%3D
7321819089385622834,新年前夕，一名年轻女子和她的狗在圣诞树旁吃巧克力,unknown,0,
7321839849214889225,片头场景增强预告广告的吸引力。,unknown,0,
7321864734322560293,黑人妇女工人戴安全帽，护目镜和手套。拿着钻头，显示ok标志，微笑。在蓝色背景上摆姿势,unknown,8000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/75a66639eb424af78dc19270c656824e~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=Scf84giWt2RLDRp51RD7WTn2FaQ%3D
7321871222730460443,画像一个放松和快乐的女人的脸在一个夏天的日落在海滩。美丽的女性与幸福，平静和微笑与愉快的态度在黄昏与自然的海洋背景,unknown,21000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/bc322f99289a4b45862010713b6f8433~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=ECLVWdQ5Dx5Bn8WsbhNbOncv4LU%3D
7321888552835353894,冬季在户外,unknown,0,
7321939063135538470,CU 4K夏季树叶散景模糊，阳光透过树叶,unknown,43000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/837cef6c279744f58d08a3c8b8699bd8~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149197&x-signature=168ah9XKVh%2BjV3Gga58ktJW1TSQ%3D
7321959648821611826,"困惑,",unknown,11000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/767b2404a3df4de8bbec055476fc1cf7~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=7EOFY1LVnBB16b154LJ5kIQDhGo%3D
7322020737840139558,商人在地铁上使用智能手机。,unknown,19000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/e83eb8ac44b44f25bd63b4ad8eb56876~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=elDnMUAqN%2FknhjpF2CPeDDOLwl0%3D
7322021251357199625,制定一个家庭财务计划,unknown,11000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/10395198dca04f2a9631f5afc8fcf092~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=06otDQvKQYBRfzDvrfg5epdjyNM%3D
7322024613779721526,年轻女性支持服务代理呼叫中心接线员戴着耳机咨询客户,unknown,0,
7322027787685072165,办公室职员的工作,unknown,10000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/6609ec5c45b3425a9c9d07621d12ed0c~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=2m6BS%2FrdzdphpOG9uScCtzaF7Wc%3D
7322042077603302666,精疲力竭、汗流浃背的商人,unknown,8000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/4ef88e0b24b44a7ea64c8aa9047cc0f0~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=GmdKR%2F%2BV%2Fx5WHdQZWscQqbgUqzI%3D
7322044851975900425,危机,unknown,0,
7322047469985058059,丹顶鹤在北海道鹤瑞村的雪地上翩翩起舞,unknown,0,
7322084874737765683,业务演示,unknown,28000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/55f73fd7707e4297b5eef947000dd0af~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=MxZKQwNRo0vYKY9EJAQrR%2FtCjcc%3D
7322123085606391059,旅行者女孩，戴着帽子，穿着绿色夹克和背包，她沿着斯堪的纳维亚海岸散步,unknown,26000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/84b1408e4aee4ab09b8294156d624206~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149180&x-signature=Dcc8QyiKfWNqDY%2BaUm57K7ElAyU%3D
7322153967230733578,同事讨论项目。,unknown,0,
7322159120851766537,蓝天白云，麦田黄澄澄，阳光明媚，景色优美动感。风景优美的农田，4K时间差。美丽的自然，农业和季节收获的时间。,unknown,0,
7322192753264266515,垂直屏幕:自由职业者戴着耳机，使用笔记本电脑在城市远程在线工作。在一个阳光明媚的夏日，年轻的创意男子在咖啡馆里吃早餐和远程办公,unknown,0,
7322192993757187382,在一条两旁都是高层公寓的街道上开车,unknown,16000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/d0567a8fb43e4d548e1350a711491357~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=iHBsJm5BH3kv3yIdJxNOO1Q3G0M%3D
7322220651824139557,动画字的结尾在故障屏幕上,unknown,30000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/2feabe0c51924d4c80f0d9add379d417~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149197&x-signature=EnTYFQdQJ2LDKXeHH3ME8pIiYyw%3D
7322230555125255462,好消息!,unknown,15000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/74d60d7bf3e445c69a9103a6eaab413d~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=dXDwSk80yet4j8ECuCd5dKuZv0o%3D
7322231389091384587,晴朗的蓝天上飘逸的云朵随着时间流逝,unknown,14000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/4caaa57182c047c791ea5c0f01a64ea2~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149197&x-signature=90QHEhbV4nEuk619qGjMamohfP4%3D
7322267818249047305,阳光透过树叶和树枝上的白花照耀着,unknown,55000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/33aaf78002114b4db8678cb782eec899~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=k9jFPo4JzX%2Bb6T1wHM8%2F5iztkFg%3D
7322344732716240138,新鲜的洋葱面包放在桌上健康的早餐点子，淀粉类食物的视频,unknown,0,
7322367675164790043,医生解释。,unknown,0,
7322374544465972534,日落神奇海洋龙舟团队训练,unknown,21000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/07d8a858c4544639875b0e19e551c5c5~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149191&x-signature=sD4u3L7DAtxeDiQ7uqozccs60aQ%3D
7322402960183479564,机器人在和一个商人谈话时面带微笑。人与机器人通信概念。,unknown,0,
7322403155356978451,雪山月亮屋4k,unknown,0,
7322421416454851849,4K老人在客厅服药或补充维生素,unknown,0,
7322432939525016882,石灰和水一起熟化。,unknown,0,
7322558813440068914,母亲握着儿子的手,unknown,26000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/1995ee810a4c47ca97cfe7fb5c21a0b2~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149197&x-signature=P2f4UGOFifc7YJvGSuZBhdPEvsw%3D
7322563841089408295,日落时分，一个女人在森林里散步。慢动作,unknown,0,
7322591729880698175,实时垂直拍摄:香港夜晚的城市街道,unknown,0,
7322596346169429275,夜间照明的高速公路动脉:夜间高架道路上繁忙的交通。亚特兰大市中心连接器，GA。航空镜头与静态相机运动,unknown,15000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/2754fade5d7541e3bf014e522aa23f58~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149183&x-signature=EEHW9FqrsRB0PVeHppbphhALLjk%3D
7322666921269218598,厨师将胡椒粉倒在菜上,unknown,0,
7322686724168011035,4K静态拍摄大群被疏散的野生海鸥在海边日落的天空中飞翔，天际线背景是远洋客轮和轮船。,unknown,12000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/0f46230ea4cb4569abbf444ef3c7ce18~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=M79AxoZd5UiaCWPAzDMBNb65x7s%3D
7322695866463046966,雨后的桥墙在森林里的秋天,unknown,8000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/71fbb27a719b4a8c8ed907383549b5bc~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=rU22%2Fa1XZORaIpm%2BagBVup5j5tA%3D
7322703843605663015,美丽的千岛湖自然景观，位于中国浙江省杭州淳安。,unknown,28000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/09dc606c63e84301bd6ae7df2a29bd70~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149194&x-signature=R302ZwfWIZN23pKC8bgiBNU9qSw%3D
7322750863812873523,沙滩上的美女慢镜头,unknown,0,
7322759768462970139,大猩猩,unknown,7000,https://p3-heycan-jy-sign.byteimg.com/tos-cn-i-3jr8j4ixpe/bf144b3f4d97436684a13fdd85156950~tplv-3jr8j4ixpe-resize:640:640.jpeg?x-expires=1804149197&x-signature=h7DSIRxUhBMXO%2B6uf7lbOVLlnng%3D
